id,age,length,nviews,rating,nratings,ncomments,,
8eozU5Qj4BI,1031,180,1776,3.75,8,3,,
j9m-I1m5s1Q,1192,243,177,3,2,1,,
gHdRoH1w-Lg,730,70,18892,4.57,30,11,,
XGzXP37TcwU,726,69,826,2.25,4,6,,
98AcGlVKhcs,904,191,15022,4.75,71,83,,
c1rpIeQVB4c,675,117,34361,4.39,67,45,,
KFL37Q3UHIA,802,29,10434,5,6,2,,
U-orCdtIZVo,881,39,18160,3.02,45,28,,
Ir5LAurc7KU,629,164,18628,4.07,27,26,,
BYDgMl0F1us,905,129,7334,5,2,5,,
OVQ61601MIA,914,186,1760,5,3,4,,
SwIm-Q_4iXQ,799,68,2888,4.17,6,7,,
hoQdFkW14u8,819,58,25106,2.66,71,33,,
T2Yw1mNQWGg,956,263,6415,4.15,46,34,,
FF_rb5MM1-4,925,117,2247,4.88,8,5,,
NkQtgrYYbRo,481,58,8907,4.67,6,5,,
DO2sjy6014E,919,196,25030,3.59,37,26,,
biAlLKp1e70,1059,223,1381,2.33,3,1,,
Na6Mv4IB18o,836,118,67992,4.61,92,39,,
WBsM_Vs8dB0,803,60,23230,4.5,16,8,,
koD6CK4np2g,842,317,91092,4.8,182,84,,
L_y8N2bLHXs,767,60,822,0,0,1,,
2b_qDjtMT-w,927,33,7086,3.45,11,3,,
WnCGvpaDS6U,1036,79,671,5,3,1,,
OVzLmRuEWso,597,13,1329,2.14,7,4,,
ddwah5Kuc7A,964,10,7706,2.14,14,10,,
C392MQd1iQ0,981,529,4763,2.67,6,11,,
B6Jp8e6Nfc0,690,76,8479,4.21,14,12,,
h_dsNeFc-tY,869,86,12119,4.61,83,107,,
ayMOIgS_C-k,1034,38,1474,3.67,3,3,,
IU6pdZPVHok,899,209,7523,4.69,29,50,,
xRLAyxsABjg,1249,40,26,4,2,0,,
MNOyzTU3JFY,1249,138,26,5,1,0,,
JFllmsJqP58,1248,55,74,0,0,0,,
dn31cfUbBx0,1249,40,261,0,0,0,,
LbxKIn2pCNg,1249,446,280,0,0,0,,
#NAME?,1249,351,26,1,1,0,,
WCGDXGl6Htk,1248,599,255,5,3,5,,
3FZ-ywXZlmw,1246,60,15,0,0,0,,
Vgc1QfniPA8,1250,513,16,0,0,0,,
QqgbKexQA2I,1249,259,58,0,0,0,,
5F0uLfGIMnI,1244,35,16,0,0,0,,
GZl1Kt_M760,1251,597,11,0,0,0,,
nRNJ5SMRTUc,1253,196,10,0,0,0,,
INw_0zIv8qI,1246,20,8,0,0,0,,
UwKAQ4_lP00,1245,85,103,0,0,0,,
_E0EBUVi8P8,1161,288,4025,5,7,6,,
hFPsZLqu0p8,1015,158,5307,5,2,1,,
InLCuESJ4J8,850,581,1494,0,0,0,,
HUIotiSSGMw,947,111,18544,4.5,2,3,,
FBslHuL9nbQ,1243,21,41,0,0,0,,
YDZtCM37sHs,1254,200,38,0,0,0,,
96y5k7wJ8MI,1153,180,629,3,2,6,,
lC9E0FgsgDs,1254,406,345,5,2,0,,
iB964A6u6AA,1040,15,300,3.5,2,0,,
YAg-5Wv5ylw,1254,215,30,0,0,0,,
pB7Uy4MEMas,1254,20,74,0,0,0,,
2GcYFLK9_yc,1254,47,55,0,0,0,,
XmxhROVnGOI,1254,198,38,0,0,0,,
meQ9VfxDt5M,1254,166,11061,3.54,13,3,,
WX953ZoEVgY,0,82,12526,2.98,43,19,,
REIbrNJ2kP0,1253,245,20857,4.79,14,12,,
weMifiDrTo8,1030,227,1394,5,1,0,,
DTRADqHAwjM,0,170,6681,2.25,8,0,,
KJgbGyoy3Ck,1254,425,6335,4.82,22,4,,
#NAME?,1253,228,30871,4.77,35,11,,
dZXD_zumAY8,1244,214,84945,4.15,78,74,,
soOHVaaaEkc,1255,517,2279,3,4,7,,
2mEMY_MyoBA,1255,264,4030,4.62,8,3,,
ihRV-aUni28,1255,158,2359,1,5,2,,
tnWkXXY9QNU,1243,118,111335,3.82,84,106,,
zCuwRO6tWI8,1254,96,14940,4.3,20,19,,
9APg7_nZPMA,1255,45,2426,3.4,5,2,,
E2vZ96LWZwI,1254,108,1011,2.75,4,3,,
VEkVaMozi9g,1252,645,4450,4.18,11,0,,
g2PentA8P9c,1255,367,1082,5,2,0,,
2uGnaINoBE8,1255,263,6015,4.29,24,0,,
xISHeyj2NSQ,1254,582,1797,5,4,1,,
4ySmFRLREe8,1254,306,3025,3,2,5,,
_MoTs7Ffd8k,1244,276,12295,4.06,16,5,,
4YGt0_C2-Kg,690,25,758,0,0,0,,
#NAME?,1248,97,111,0,0,0,,
8_ERwrs5YVY,1255,78,166,0,0,0,,
6JE3r-mnLl4,1155,206,19305,4.45,20,6,,
MVkotpAbi6w,1231,590,2051,4.78,18,10,,
WQERZ-pQfw8,852,301,1445,3,2,2,,
T1gO7xM6hUE,1156,212,360,0,0,1,,
Q717_p0Ir0o,827,14,121,0,0,0,,
OWeFq8BEo0g,1091,153,609,4.33,6,6,,
WTJn4QvV_XU,1139,57,983,4.67,3,6,,
wvNoUx9-Q6Y,1224,212,1647,4.9,10,39,,
J8W4QTu2RCU,1113,39,1170,5,1,9,,
meMtlrQx3-U,1021,89,151,4.9,10,25,,
vhQM_fnfR2M,973,9,304,0,0,0,,
#NAME?,700,122,10956,4,4,4,,
#NAME?,1251,334,5141,4.69,52,9,,
34kLwYnjLA0,923,33,2720,5,1,4,,
vqJcVZrgnng,1090,33,211,3,2,2,,
IHtAqPHyUMk,1255,522,1946,5,3,8,,
0BBOUw2TPiQ,1255,37,4347,3,2,0,,
wFFAVzR7b7U,1255,132,4177,2.33,3,1,,
oHOzrEi_XIg,1244,109,59722,4.57,56,48,,
4o7mD_Hb38U,1255,353,1232,3.67,3,2,,
JgOXvJ_Nl4k,1255,155,1479,3.6,5,3,,
KhFwZsB2-MU,1255,181,1322,5,3,2,,
DcV3ImoVSyw,1254,33,1993,1,1,0,,
Dj6CCLnUt_g,1255,84,582,3,4,3,,
Gw3VdGvp-rM,1243,209,60290,3.53,58,18,,
HcP_UfMHbW0,1242,130,64478,4.06,63,57,,
KsMyEs-tmdo,1138,150,152,5,1,3,,
iUoMejiadog,1254,228,167,5,3,4,,
BIYEfUYDQRw,1254,67,132,0,0,0,,
3KhgLliKy0w,1254,77,31,0,0,0,,
6jSIrlA9K34,1254,71,76,0,0,0,,
Pzy4ZS_3JME,1254,40,30,5,3,2,,
pQ0wpQkGKXg,1254,287,188,0,0,0,,
JlQw7Mm9Hx0,1254,62,162,0,0,0,,
AvQcm2icaN0,1254,155,39,0,0,0,,
XTnOcAOovqw,1254,78,1110,4.5,2,4,,
rRIBR838rss,1254,319,838,0,0,0,,
eHI9SzfPt-4,1254,85,928,1,1,0,,
nTxUD-7dFYw,1254,289,478,5,1,0,,
OpojVP9HOU0,1254,250,11898,3.75,4,2,,
o_LRSOlXjnc,1250,191,659,5,1,0,,
hYik1q4Aa_k,1254,237,9605,4.55,22,2,,
ocGjDS034dQ,1254,164,6206,5,3,3,,
VUUYy3LUbtg,1252,48,28818,3.5,8,34,,
AAJGemPDCAk,1242,138,83620,4.75,83,53,,
SuP-RuKPJoc,1255,655,665,5,22,15,,
Z0EiCDDIx7c,434,434,5059,4.83,30,27,,
o9GBGRDIo_I,1255,429,22,0,0,1,,
472vLlonYrA,831,16,67973,4.41,87,0,,
euAiXmnlxbg,1065,415,1840,4.96,23,18,,
oswTvEh7Y88,964,325,1989,4.85,27,5,,
Mqcu4YROhXA,1254,600,47,5,2,2,,
HhPFay5PlMk,1253,529,111,4.8,5,4,,
JZixNTsmysk,1254,581,13,0,0,0,,
JVOL6_sgfQs,672,414,4549,4.33,6,7,,
VCuNttcxyWo,1246,113,22223,4.6,105,54,,
up1raazAmdc,1249,335,14616,4.24,76,46,,
o1b7fxW19xI,1228,365,21520,4.11,83,40,,
2lMWWj4azyM,1252,164,10352,4.68,63,57,,
lf__DdggP8E,1254,118,18135,4.85,157,82,,
S3mlDv84tw4,1177,259,24885,5,20,11,,
OGymSavXdGM,1110,376,46906,4.83,23,5,,
2oNbDojXLb0,941,448,80896,4.92,83,18,,
0CQ_ifupXZk,1158,220,6054,5,2,3,,
TumE9adjuVs,898,581,70669,4.64,42,7,,
nX8-zgSPljc,1156,218,22320,5,26,6,,
qCBkow2O48w,1174,166,22972,4.94,16,2,,
Rg0_IceCgIo,1092,273,66717,4.78,60,7,,
xPuFpInGKuo,1071,294,31604,4.6,10,3,,
Az4HGBfD0w4,1035,389,142032,4.9,117,36,,
0fbm75FZwgk,1195,311,1166,0,0,0,,
hBKCpfqzVck,1198,42,1331,4,2,2,,
m2uOG275yYo,1198,49,161,5,1,0,,
l6FvLKnJ01s,1203,133,308,5,1,1,,
5BYnKywAhVo,1198,382,819,5,2,5,,
J5GvRII_SrI,1215,60,1004,5,1,1,,
2tmCzHmDWbU,1196,283,184,0,0,0,,
naY_iL5-v4w,1066,14,2098,4.5,2,3,,
H1uGXUqClaI,429,128,13001,4.85,27,26,,
sQ5db3WR66A,508,30,1464,4,1,0,,
5TVSi74H-Ks,1046,44,6243,4.92,12,18,,
y4SWZItyuf8,1199,31,203,2,1,1,,
mDqFYqYQ0zE,1174,181,224,5,1,2,,
MLm98PjrRSI,1192,30,128,0,0,0,,
#NAME?,1181,316,948,0,0,0,,
Z3_nDATFwGE,1165,31,197,0,0,0,,
SByt1BT9l5I,1255,76,87,5,5,3,,
emHmXPOb5Ow,840,190,18637,4.5,8,63,,
34nAxAeCoyg,1254,25,47,5,2,6,,
d7DSFlrk1lU,1254,97,34,0,0,0,,
oDGL7_pzKpQ,1194,302,1367,5,8,12,,
NVL_rje5w3M,922,17,6802,4.71,7,7,,
A8Bi7zgGjM4,1255,600,54,5,1,1,,
FWbgnphlyoE,1236,355,281,4,1,2,,
uCfFC9mQAFY,972,137,26297,4.38,29,64,,
bdt08bVVS70,1233,156,2696,5,3,12,,
k0uBT1m7J_M,1226,277,5951,5,25,12,,
Hmb1ilmDJA8,1096,136,738,2.33,3,2,,
rvMUKXfpfNc,916,112,3438,4.29,7,16,,
ZSt1BBqV5VQ,1254,96,11,0,0,0,,
07lU9Wzhex4,1211,133,286,5,5,2,,
CHZ0Z5dWwxI,986,206,210,0,0,0,,
lTtSFJ9hI2s,1115,218,237,0,0,1,,
B9dLgQ6ZDao,949,452,30725,4.6,10,2,,
O5qgF_V7Cvg,1125,250,2794,4.71,14,16,,
Jc-0NM6tK5E,1132,340,1432,5,13,10,,
TE_oH_GjLqs,1133,134,1172,5,18,5,,
VFIVi5z-rAY,1225,262,415,5,1,2,,
3ZXTe7WwwpE,1125,139,726,5,2,1,,
i0mtrUIHfSw,1125,116,656,5,3,2,,
QNNh0j5mU14,1125,63,871,5,3,1,,
rKp8WVbIL8s,1125,124,772,5,1,1,,
WW_x4p0hfbk,1125,66,504,5,2,0,,
Kcfn9-hHEZ8,1125,142,1194,5,4,5,,
D-n-u2pz2OU,1125,81,738,5,1,0,,
h9RpKiU2KQU,1127,113,813,5,1,0,,
YTTDh3UiS80,1125,121,529,5,1,1,,
XnrKVnGTe1M,1125,174,765,5,1,1,,
ly8R8wBCCmI,1127,192,905,5,2,0,,
1es440ZzBVk,1125,52,3106,5,3,18,,
eD3q7m15jMA,1121,221,649,5,2,3,,
lvqwotKltX0,1125,95,644,5,1,0,,
fOA6---6R34,1121,161,440,5,1,2,,
0vGmFsYOcWo,1125,62,703,5,2,4,,
GimoCXfQSGU,1125,138,1288,5,4,0,,
AkejvDSGAPU,1198,658,1144,5,13,6,,
nBC8VGLZja4,1202,26,230,2.33,3,3,,
HcAPWT5uOn4,1254,572,205,5,5,11,,
h2M8nX0_bp4,1251,275,100157,3.72,308,229,,
maHvqe7g03U,1142,565,485,4.6,5,7,,
RQPlfsm_VfM,1041,583,3965,5,13,23,,
ch3J6mFxBKs,1012,30,4009,5,6,7,,
0p7_p7-QbCc,1253,205,36,5,1,0,,
We7ibXXywdU,1252,487,148,5,9,8,,
BBrW_YExAMs,1254,605,57,5,3,0,,
DTIdLNwwsEw,1254,279,14221,5,39,35,,
8MBciF7YlUM,1254,31,125,5,1,0,,
RNk40aHN8s0,1240,241,2211,5,13,24,,
n5AmxopdT04,1239,143,1455,5,7,22,,
HNWNX36xClw,1245,13,97,0,0,1,,
PSwony8dPpA,1021,93,4415,5,6,20,,
WYAZeBOVDYQ,1220,159,73,0,0,3,,
olOWe2eWbl0,1095,141,1439,5,1,2,,
#NAME?,1053,62,8832,4.53,17,57,,
MWEIfd5xn-8,1254,72,19,0,0,1,,
DJp9rfhtViU,545,36,7522,3.33,6,2,,
33qcSsbxFdk,1244,166,1732,5,7,10,,
woRa1R24qJI,1219,211,2183,3.42,24,59,,
qLPJqtSgHdE,1223,30,12,0,0,0,,
Uw0QK4uJfPw,1254,236,121,4.43,7,6,,
DUuPTCf8mwo,1254,429,68,5,3,3,,
ct0IYKaxFUU,1255,87,253,5,24,21,,
FWNEO6_6lK0,1254,151,40,5,1,2,,
Pbkbwik21so,1254,36,12,0,0,0,,
WP84iv-ymIE,1254,211,42,5,1,3,,
vlPST5v0ACc,1254,237,28,5,1,1,,
Yn46RQNijZs,1254,198,75,3.62,8,4,,
afb9EE644uo,1169,261,843,4.15,27,24,,
9bw0UfVorQw,1254,28,10,0,0,0,,
OhgKb_GE_LU,1175,286,710,5,7,3,,
9YpFdFh6R6k,1192,71,250,5,1,1,,
goq7wJ23aQk,949,403,2777,4.75,8,17,,
IHaTAo8_gow,519,73,7820,1.97,37,16,,
FwFtl_lIDGw,1182,540,1475,4.71,7,8,,
aV4TnUdDVC0,0,308,40454,4.79,251,127,,
UijKJ0m-VSo,1115,125,1089,5,39,14,,
vSdXbmbSlxw,1248,656,7698,4.93,535,353,,
uTKymcV62LM,1254,719,37,0,0,0,,
FzHyYoRqB9Y,1124,491,664,3,2,0,,
M9ARUCsyPTw,1214,272,2940,2.45,11,6,,
66mlLwwTkuQ,1254,371,22,0,0,0,,
k4KyB0QDd3I,1254,388,21,0,0,0,,
eqrqkdh5x-w,1249,263,18,0,0,0,,
dnxAJdRNvmk,1255,583,78,5,2,3,,
lL-PwIBVkXU,1251,532,316,5,9,9,,
6CuB9F4_aXY,1134,33,4995,5,4,1,,
Uay0b5nwGWQ,1134,16,3438,5,4,0,,
6aJdMVR9c-A,1181,397,14975,4.72,18,11,,
MxpekplGUqM,1060,198,8369,4.33,6,1,,
hRXRLA317-I,891,107,18617,1.5,16,14,,
vxYOnqHIo30,1000,29,5062,0,0,0,,
k3LBdpRHPQo,1154,228,4008,5,2,2,,
2EzpXtsto8I,1000,20,4138,5,1,0,,
3o4WY6JvHCw,921,154,11558,3.57,14,5,,
OXRyryTLgoM,1015,119,2233,4.67,3,4,,
4Rw9i5laD6Q,954,43,10043,5,4,13,,
#NAME?,1043,93,1642,0,0,1,,
kuJYy3rbAe0,671,308,50476,4.33,60,83,,
g2dTjdVK0j4,855,64,14880,3.56,9,4,,
F3pN0pG9hdg,743,217,3343,4.38,13,10,,
4hcLgF3ZbC8,884,380,1737,5,1,0,,
Wcqt-SBHWK0,1184,114,84,0,0,0,,
j6uCVYh4nIk,1221,21,1308,5,3,6,,
PSyfe-K6ebQ,,,,,,,,
Et7kDhi_A6Q,1254,131,46,5,2,3,,
LbZomOoMG3s,1254,327,22,5,1,0,,
dntDPvFeyXM,1253,133,83,5,1,0,,
tPX0wbUCLk8,1254,94,43,1,1,3,,
BF0x1Ijgt4k,812,98,9923,4.92,61,35,,
w0eScK2sNYc,812,110,19500,4.88,123,61,,
6Encz7Gj2kY,984,139,118,0,0,0,,
z-ZVljZvXeU,477,87,7112,4.82,11,13,,
qvXFc0MPUCg,889,163,18723,4.76,21,56,,
4RnhuFK_UQw,889,632,84301,4.55,76,66,,
5zwlYzEhcTk,890,160,4189,4.5,4,5,,
D6j8yT-Bhsc,845,30,5567,4.44,9,12,,
RPqYYWDpdIo,847,126,16499,4.82,17,39,,
QsunG3XbUz8,663,101,57086,4.98,61,60,,
lHjQ4oWt3x0,795,178,42946,3.2,41,166,,
v102ghz9gfY,889,86,13862,2.86,7,3,,
Z7fOk6XQZ0I,900,18,1232,1,6,1,,
Xmy5RXwE8lM,901,158,34786,4.91,82,95,,
64vGtvetGjM,987,30,8689,5,10,29,,
lHbStL2JUM8,659,14,4130,4.67,3,1,,
K5CfW1xbJdE,418,14,5938,3.86,7,0,,
0islBWhlU6g,1239,48,102,0,0,2,,
VjWzBssilH4,1080,283,573,4,2,1,,
4ix-VSEZ7K0,1003,229,92855,4.85,59,25,,
FxDl-GgNx7o,1228,90,1542,4.96,24,16,,
n4zRkFOKtCs,949,35,82,0,0,0,,
5L1byMP5zzg,1254,227,2033,4.83,30,17,,
_FWYAM7JYzM,1253,72,133,5,2,1,,
S-EMKqe29No,1253,355,65,5,1,0,,
lIjzRZnn2B4,1254,215,59,4.5,2,2,,
qiVYr3pOnYI,1254,31,19,0,0,0,,
jCLjRffGSa0,1222,224,243,5,1,0,,
y4lcXkAWh40,1254,259,93,4.5,2,0,,
JqgRGJqS3G8,1254,95,141,5,1,0,,
zO7z4xo2seI,1254,9,23,1,1,0,,
nLTyfEsmLJo,1254,61,70,0,0,1,,
AX0AGxfSiDA,1254,88,69,0,0,1,,
mqDSVcfsZrw,1253,141,183,5,1,1,,
dqa4SiVS3cA,1245,250,15,0,0,1,,
aK3ZluUHPnU,905,191,31253,4.12,42,57,,
NA63xkfTJPY,958,202,5630,4.88,50,36,,
xzr2QEVoQl8,0,97,10072,4.64,50,16,,
rMT77bhoYmo,1254,31,41,0,0,0,,
lZQhbNZpdmc,1160,81,30,0,0,0,,
W7eXfnCn3As,1046,49,14179,4.8,10,8,,
VOEA3VjTmvU,1254,177,63,0,0,0,,
u5qCcCLdiH0,1209,112,97,0,0,0,,
7LXBEAclpQk,1074,187,1130,0,0,2,,
e9uRTDMydoc,807,168,4802,3.33,6,7,,
AtFD-4DDSDs,1006,280,272,0,0,1,,
MKCl5G3zuME,1253,328,16591,2.33,3,1,,
lOMY5CY9JxE,1254,198,109,0,0,0,,
l7n7YLYaopU,1021,235,3890,5,1,0,,
8OyJhBSzfd0,990,103,339,5,1,0,,
voHvejbdoxY,992,74,373,5,1,0,,
6jWDxzd8IJg,992,81,337,5,1,1,,
E7oKBjNHaXE,992,72,198,5,1,0,,
rj-tQKHbFOY,992,79,201,5,1,0,,
FPGqHrGtCbs,992,56,120,5,1,0,,
ZGw-CL1zhD8,992,69,460,3,2,0,,
aaMzibOyoTc,990,135,4025,5,5,3,,
s6dLJFxHliI,1141,297,459,0,0,0,,
xV2Zlvy-OLc,768,446,389939,4.54,50,38,,
m2bF6cdgWTQ,998,391,16354,4.5,16,7,,
c3M4SVHH3XA,952,11,2583,0,0,0,,
N0oRMTypiBg,1021,236,320,0,0,0,,
SS67q1Rgq_o,992,71,458,5,2,1,,
#NAME?,992,81,280,5,1,1,,
lCD0geys2Sk,1007,390,35236,4.1,20,39,,
8ZTRibQrG0w,1148,90,15382,1.5,8,15,,
C4I-NcNyLm4,0,99,41140,3.6,45,49,,
Gm2glUncjkE,1121,15,15257,2.33,3,0,,
bVqFzQ3THO8,956,40,18885,3,4,0,,
9jg_Vhdg23o,1148,27,6238,3.6,5,5,,
0J4bLnnH-VI,812,63,193322,2.29,72,90,,
bJET0YB5vVY,1146,67,62228,4,22,24,,
J6Z7LIWawuY,1139,28,1006,0,0,0,,
kBOdRGJlr64,1015,29,29682,3.2,5,8,,
4dYXnRrg7Zs,904,29,90825,4.61,38,41,,
Q1WNQ7FoIkU,483,212,206046,3.09,253,110,,
uBgGMnwRhVw,344,24,18121,3.48,25,14,,
OJix6zskKHc,670,9,62032,4.12,51,27,,
52qjX21_MfA,0,36,323338,4.16,403,125,,
cTBS-Vssw7Q,636,33,26266,3.5,6,4,,
wd5YQDD2GIM,571,211,12050,3.5,10,7,,
y8TT7Fz8f4M,714,126,75476,4.18,247,260,,
shgRSgYwBv0,383,44,93953,2.52,125,58,,
ksehLOHe7uI,514,167,13551,2.67,12,9,,
6WmtwOOJH3Y,471,54,10100,3.4,15,6,,
bi3wLfATxLQ,566,210,49006,4.1,89,84,,
rdLoaRuKb9E,799,108,282932,4.33,33,24,,
Bfx49HHsN4Q,784,130,143272,3,7,4,,
2lffppVM4_I,645,586,3281256,4.89,3076,1266,,
kuurYbcBo9U,509,173,337919,4.94,334,202,,
jouQ189BDPA,481,66,99251,4.35,31,22,,
cVytL5VOE30,428,45,62896,4.71,21,25,,
NJc07k3enws,808,12,40446,3.89,9,10,,
KVMB4LB7T4g,861,22,57127,3.29,7,10,,
LDweDR24fPY,652,9,386100,2.03,34,3,,
d-8-vt9Bzk4,882,55,21410,4.51,59,28,,
cb00wPZpcVI,745,44,30798,4.38,8,7,,
lFPvUUbQfZ8,835,162,43488,4.75,16,20,,
TqM3rUpbpqo,843,11,22751,4.86,22,20,,
8jWLbUjHdNw,774,16,29438,3.67,6,7,,
Mev5_1ek-io,895,22,4653,4,1,2,,
IFuFq8t66dM,897,58,10797,4.33,6,16,,
QujeNhXiPaI,725,6,36712,4.18,38,23,,
HsO_iiADMao,634,173,51195,4.33,6,2,,
1yAZIYC9vkk,907,67,32437,4.2,5,13,,
HSQ6cv3TKW4,666,12,507939,1.79,165,190,,
btZmHUeGrOA,714,254,3244,3,2,17,,
akf_1jTw_xw,586,244,6780,3,2,0,,
S1QM-XTzXZA,899,308,525173,4.82,315,285,,
Dhrw20whrr0,879,62,720,0,0,0,,
My_CrepImIY,875,33,22329,3.8,5,4,,
0mwkWKR_pkU,788,9,321767,4.72,74,40,,
ACBo2h_ecsA,526,4,5470,2.75,8,3,,
CVm6QzXPdpk,915,16,1108,3,2,1,,
#NAME?,703,133,845,0,0,0,,
cO-O1CmNoBY,578,279,3056,3,2,0,,
KaqyDghMxZU,709,45,1076,3,2,1,,
_l0hct0xvSE,918,99,3879,3.8,5,4,,
xNaX66N_eGk,1008,93,1591,0,0,0,,
6cH_WG2xakc,1056,88,1940,3,2,3,,
tp_LMf-Gwwk,1062,139,1220,2.5,2,0,,
Set_9gUv1Uk,586,239,1295,0,0,0,,
2MqHPhYHmN4,586,130,1174,5,1,1,,
7S2RAgEuEiE,944,64,461,0,0,1,,
sBm23FN76Xo,1059,74,3698,4.5,10,20,,
knBW_t0fABo,876,97,2799,5,2,6,,
WK8tX-VXq5k,500,14,577970,4.34,184,195,,
orSKYoHdrRw,586,40,6336,1,1,2,,
JTDs33uMtPM,870,71,24568,4.29,17,5,,
W3nn-tomIN0,0,48,54936,4,15,24,,
4n9l2hedBoA,959,193,54860,4.8,5,18,,
pJ16kmy9-d8,590,35,78883,2.93,42,7,,
zVKj2SjNyU4,745,50,100525,3.51,39,17,,
w3ZbfIXZsqs,791,13,397696,3.88,175,113,,
nRmlUg3sFww,632,6,187979,4.12,50,15,,
ix3RzEGwTTQ,0,21,14707,3.96,55,107,,
TCfUJr2bRhk,854,28,39729,3.5,22,14,,
DX6mQcFO9-8,763,5,25004,4.5,10,3,,
4u6yjZpxGqM,897,4,55259,1.78,9,3,,
G3jZxLkXbI8,903,14,123487,4.55,51,69,,
UNSUR_-qqss,821,31,73390,4.07,15,9,,
Q-TvXupr7g4,827,27,76199,2.22,23,16,,
rkryKUQEa-E,898,6,121062,3.75,40,30,,
gUgOf_lE114,611,15,396224,3.92,110,30,,
e-SYzuop68s,273,162,100212,3.1,30,19,,
D0YKN3qFRTM,575,218,5537,3.74,27,7,,
NdNNZ905wGA,747,945,34011,4.8,86,58,,
kGda1EzM4mI,463,119,111669,4.62,47,67,,
urgb79JS1JI,726,211,683,5,5,3,,
t4MtcVGuT84,1146,318,845,0,0,1,,
7WCx0kRHD3g,993,224,44871,4.82,131,42,,
cmTQR9p_O2E,864,449,180055,3.99,137,43,,
s8MZfrxevVE,835,73,71906,4.91,91,31,,
Q71Jv_ZEKeQ,1064,31,3811,1,1,0,,
wIG0QdPEnI0,1033,223,52941,4.5,12,8,,
w3-Zmuht90A,1074,45,2054,5,2,1,,
I-rXUBBr-80,601,6,3695,2,8,5,,
sF6HDUNQLDs,936,8,3094,5,1,0,,
eq_QqvXe2pQ,1012,98,12257,4.07,14,13,,
G49tc4mjrKQ,926,189,51140,4.69,16,23,,
O-Aq6fXeXhI,1067,138,5851,5,8,8,,
8HUqez3ZfsQ,1144,75,3332,5,1,1,,
gdMEXNq1nIs,1103,253,1753,5,5,1,,
lkza1R3ZnDQ,954,257,5350,4.8,5,2,,
EE2dtRuMWyE,534,318,138662,4.87,173,53,,
zADObALjq00,671,283,21760,4.94,35,15,,
XfA94iAgRwM,535,286,33453,4.91,57,15,,
PUYytcLlU1E,491,293,17001,5,22,3,,
zAfmXlv9ff4,804,316,38653,4.89,28,0,,
fUzyM_OPX1k,549,253,42652,4.88,65,15,,
ZfOs2hLnLSk,535,259,10345,4.9,20,5,,
n-AYj8cQ_Uo,710,27,1729,5,1,0,,
iIvOFGdmKNU,534,256,18098,4.97,40,12,,
TuDq3B0RNfU,884,255,7608,4.76,17,5,,
wQRSt9ybi2Q,933,282,7719,4.88,17,5,,
cQl05eNRaQc,472,252,28451,4.66,59,14,,
HSSZWvClqVg,723,234,54087,4.76,62,13,,
51YBuQvWf7A,836,257,31781,4.73,41,21,,
5BOW5S0ECS4,893,326,14469,5,25,22,,
ga_EZmu6SKY,630,241,36260,4.45,42,3,,
nVRJpUsSkxo,866,211,41768,4.82,39,44,,
MrXBQvV1G-Y,871,59,3300,5,7,1,,
S-hZzjCAZho,833,208,129994,3.85,115,111,,
CSjBp5h_UFA,869,212,5151,4.83,6,2,,
HSmOGEdUNGY,824,224,25499,4.89,45,28,,
0Y_Y4EjNnjw,785,235,21640,4.9,30,6,,
3vd-xRxwDXs,608,241,13614,4.53,17,0,,
O11vxoz75WI,1118,224,3769,4.8,10,4,,
NCP2DaQZtHc,365,213,38450,4.91,57,29,,
VRxyuNRqDh8,814,247,2359,5,2,1,,
aEJ-98IE_DE,972,294,1917,4.5,4,0,,
VWza3II_ZLA,574,241,21698,4.75,28,6,,
hdhoDIGsuio,398,425,36511,4.73,67,28,,
b9Ynw0Ut3_U,459,193,10790,4.59,51,7,,
C4KlxkLlvkg,920,239,3981,5,4,3,,
A37CfMzwOy8,996,238,1419,5,1,1,,
ixSpaJyOWKE,300,224,15176,4.81,43,25,,
nZy4NDd1H24,536,254,2546,4.62,8,4,,
eAzKEN3_-10,842,247,1721,5,2,0,,
3wvJV-6dsS4,282,260,11517,4.92,39,14,,
1HYszNlE6Kk,281,242,7167,5,13,9,,
J5lylKXtSeA,279,218,7027,4.8,20,5,,
nRzIVs-StC0,520,191,1746,4,4,2,,
VadxiFcbnlU,282,216,7441,2.96,45,21,,
WA2mdi-nv3s,539,89,15205,4.96,24,21,,
PLN7_6iRsFw,1198,23,6247,5,2,1,,
aSNyGrJctEQ,301,256,4176,4.84,19,3,,
oX0X7pujoJQ,745,238,834,5,3,2,,
UQmHkrCeMa0,918,579,10455,4.88,17,9,,
Z9mYoBRsJJk,1148,101,68,0,0,0,,
znhkFgAHNVU,618,123,46289,4.61,74,37,,
byQrnrK8hi4,947,239,11676,4.41,17,8,,
33XwFslD1ww,913,105,1727,5,2,1,,
lxmILONWL60,1144,277,1108,5,3,2,,
rQcP5VBmxyw,1078,234,562,5,1,1,,
byKK8mcXQhk,1110,40,532,0,0,0,,
mpBzp6Q1mxA,974,15,102533,4.25,72,34,,
173B7H3MK3k,970,254,11828,4.94,18,20,,
HSu8rBqORc8,476,357,9385,4.72,39,14,,
ImYYfP_URD0,908,271,879,5,2,0,,
bHdAoTLQNp0,801,200,11236,5,16,7,,
g64aL7Uycp4,843,324,10941,4.89,9,4,,
MSMXeasdryQ,449,157,19774,4.67,18,10,,
